,P1,P2,P1A,P1B,P1C,P1D,P6,P11A,P11B,P11C,P11F,P12,P16,P17,P20,P23,P27A,P27B,P27C,P27D,P27E,P27F,P27G,P37,P43,P46A,P46B,P46C,P46D,P46E,P46F,P46G,P46H,P46I,P47A,P47B,P47C,P47D,P47E,P47F,P47G,P47H,P47I,P63A,P63B,P68,P131A,P131B,P131C,P148,P149,P152,P160,accesibilidad,utilidad
4056,20,1,,,,,1,3.0,4.0,5.0,,1,1,2,2,3,,,,,,,,1.0,7,1,5.0,9.0,,,,,,,1,5.0,,,,,,,,1,1.0,3,9,,,1,6,6,Riberalta,0.5,0.45
4057,22,1,,,,,2,,,,,2,2,2,2,3,,,,,,,,,1,2,5.0,,,,,,,,1,3.0,7.0,,,,,,,2,,3,4,,,2,6,6,Riberalta,0.125,0.145
4065,17,1,,,,,2,,,,,1,1,2,2,3,,,,,,,,1.0,1,1,7.0,10.0,,,,,,,7,9.0,,,,,,,,2,,3,5,6.0,1.0,1,3,6,Riberalta,0.375,0.105
4071,17,1,,,,,2,,,,,1,1,2,2,3,,,,,,,,1.0,5,8,,,,,,,,,13,,,,,NO BUSCA,,,,2,,1,6,1.0,5.0,1,2,6,Riberalta,0.5,0.0
4072,17,1,,,,,2,,,,,1,2,2,2,3,,,,,,,,1.0,4,2,9.0,,,,,,,,5,,,,,,,,,2,,1,6,1.0,3.0,2,2,6,Riberalta,0.375,0.121
4082,17,1,,,,,1,1.0,3.0,5.0,,1,2,2,1,3,,,,,,,,1.0,7,1,6.0,7.0,,,,,,,5,7.0,9.0,,,,,,,1,2.0,2,6,5.0,1.0,1,3,6,Riberalta,0.625,0.45
4084,21,1,,,,,1,3.0,4.0,5.0,,1,2,2,1,2,,,,,,,,1.0,7,1,6.0,9.0,,,,,,,5,6.0,,,,,,,,2,,2,6,5.0,1.0,1,6,6,Riberalta,0.75,0.45
4085,24,1,,,,,2,,,,,1,2,2,2,3,,,,,,,,1.0,5,7,10.0,,,,,,,,1,5.0,9.0,,,,,,,2,,2,1,5.0,6.0,2,6,6,Riberalta,0.375,0.064
4086,22,1,,,,,1,1.0,4.0,5.0,,1,1,2,2,1,4.0,10.0,,,,,,1.0,5,4,7.0,10.0,,,,,,,5,9.0,,,,,,,,1,1.0,2,1,6.0,3.0,2,6,6,Riberalta,0.75,0.568
4089,19,1,,,,,1,1.0,2.0,,,1,1,1,2,1,1.0,2.0,3.0,,4.0,,,1.0,7,1,8.0,,,,,,,,5,,,,,,,,,1,1.0,1,5,6.0,1.0,1,3,6,Riberalta,0.875,0.357
4094,14,1,,,,,1,3.0,4.0,,,1,2,2,2,2,,,,,,,,1.0,7,7,9.0,10.0,,,,,,,1,5.0,7.0,,,,,,,2,,1,1,6.0,2.0,1,2,6,Riberalta,0.625,0.288
4103,24,1,,,,,2,4.0,5.0,,,1,2,2,2,3,,,,,,,,1.0,6,6,9.0,10.0,,,,,,,5,9.0,,,,,,,,1,2.0,2,6,1.0,5.0,2,6,6,Riberalta,0.375,0.349
4104,21,1,,,,,1,4.0,5.0,,,1,2,2,2,2,,,,,,,,1.0,7,6,,,,,,,,,5,,,,,,,,,1,2.0,2,5,6.0,1.0,2,6,6,Riberalta,0.625,0.308
4105,19,1,,,,,1,5.0,,,,1,2,2,2,2,,,,,,,,1.0,7,6,8.0,10.0,,,,,,,5,7.0,,,,,,,,2,,1,6,5.0,1.0,1,2,6,Riberalta,0.625,0.186
4106,14,1,,,,,1,2.0,3.0,5.0,,1,1,2,1,3,,,,,,,,1.0,7,1,2.0,10.0,,,,,,,4,7.0,,,,,,,,2,,1,2,3.0,,2,2,6,Riberalta,0.75,0.402
4109,18,1,,,,,2,,,,,1,2,1,1,3,,,,,,,,1.0,7,1,7.0,10.0,,,,,,,7,,,,,,,,,2,,1,2,3.0,6.0,1,3,6,Riberalta,0.625,0.105
4110,14,1,,,,,2,,,,,1,2,1,1,3,,,,,,,,1.0,7,1,7.0,10.0,,,,,,,7,,,,,,,,,2,,1,1,6.0,3.0,2,2,6,Riberalta,0.625,0.105
4119,24,1,,,,,2,,,,,1,2,1,1,3,,,,,,,,1.0,3,1,7.0,10.0,,,,,,,1,5.0,7.0,9.0,,,,,,2,,1,1,5.0,6.0,2,6,6,Riberalta,0.625,0.105
4121,23,1,,,,,2,,,,,1,2,2,2,3,,,,,,,,1.0,7,7,10.0,1.0,,,,,,,1,5.0,7.0,9.0,,,,,,2,,1,3,4.0,5.0,2,4,6,Riberalta,0.375,0.105
4122,17,1,,,,,2,,,,,1,2,1,2,3,,,,,,,,1.0,3,1,8.0,10.0,,,,,,,9,7.0,,,,,,,,2,,1,4,5.0,6.0,1,2,6,Riberalta,0.5,0.04
4127,17,1,,,,,2,,,,,1,2,2,1,3,,,,,,,,1.0,3,1,7.0,10.0,,,,,,,7,,,,,,,,,2,,1,1,2.0,3.0,2,2,6,Riberalta,0.5,0.105
4129,22,1,,,,,2,,,,,1,2,1,1,3,,,,,,,,1.0,3,5,7.0,10.0,,,,,,,5,7.0,,,,,,,,2,,1,1,5.0,6.0,2,1,6,Riberalta,0.625,0.129
4134,18,1,,,,,2,,,,,1,2,2,1,3,,,,,,,,1.0,7,1,2.0,10.0,,,,,,,1,7.0,,,,,,,,2,,1,1,5.0,6.0,2,2,6,Riberalta,0.5,0.121
4136,18,1,,,,,2,,,,,1,2,2,1,3,,,,,,,,1.0,7,1,8.0,9.0,,,,,,,1,7.0,,,,,,,,9,,1,6,,,1,2,6,Riberalta,0.5,0.08
4137,22,1,,,,,2,,,,,1,2,2,2,3,,,,,,,,1.0,7,1,2.0,6.0,,,,,,,1,7.0,,,,,,,,9,,1,1,,,1,2,6,Riberalta,0.375,0.186
4138,19,1,,,,,2,,,,,1,1,2,1,3,,,,,,,,1.0,3,10,,,,,,,,,7,,,,,,,,,1,9.0,3,6,,,1,3,6,Riberalta,0.5,0.0
4143,18,1,,,,,2,,,,,2,2,2,1,3,,,,,,,,1.0,6,1,7.0,,,,,,,,7,,,,,,,,,9,,3,3,,,1,3,6,Riberalta,0.25,0.105
4144,18,1,,,,,1,2.0,3.0,4.0,5.0,1,2,2,2,3,,,,,,,,1.0,1,1,9.0,,,,,,,,1,2.0,,,,,,,,2,,3,9,,,1,2,6,Riberalta,0.375,0.483
4145,17,1,,,,,2,,,,,1,2,2,2,3,,,,,,,,1.0,5,1,7.0,8.0,,9.0,10.0,,,,7,,,,,,,,,2,,3,9,,,1,2,6,Riberalta,0.25,0.145
4146,15,1,,,,,2,,,,,1,2,2,2,3,,,,,,,,1.0,3,1,7.0,8.0,,,,,,,7,9.0,,,,,,,,2,,3,1,,,2,2,6,Riberalta,0.25,0.105
4147,15,1,,,,,2,,,,,1,2,2,1,3,,,,,,,,1.0,3,1,8.0,9.0,,10.0,,,,,7,,,,,,,,,2,,3,9,,,2,2,6,Riberalta,0.375,0.08
4148,17,1,,,,,2,,,,,1,2,2,1,3,,,,,,,,1.0,7,1,7.0,8.0,,9.0,10.0,,,,7,,,,,,,,,2,,1,9,,,1,2,6,Riberalta,0.5,0.145
4153,14,1,,,,,2,1.0,4.0,5.0,,2,2,2,2,3,,,,,,,,1.0,7,1,8.0,10.0,,,,,,,4,8.0,12.0,,,,,,,2,,1,9,,,2,2,6,Riberalta,0.25,0.382
4160,21,1,,,,,2,,,,,1,2,2,1,3,,,,,,,,1.0,3,1,,,,,,,,,7,,,,,,,,,2,,3,1,2.0,5.0,1,2,6,Agua Clara,0.375,0.04
4163,21,1,,,,,1,2.0,3.0,,,1,1,2,1,3,,,,,,,,1.0,7,10,,,,,,,,,1,,,,,,,,,2,,2,1,,,1,4,6,Agua Clara,0.75,0.158
4173,17,1,,,,,2,,,,,1,1,2,1,3,,,,,,,,1.0,7,7,9.0,10.0,,,,,,,1,5.0,,,,,,,,2,,2,1,2.0,3.0,1,2,6,Agua Clara,0.625,0.105
4175,22,1,,,,,2,,,,,1,2,2,1,3,,,,,,,,1.0,7,1,6.0,,,,,,,,1,5.0,,,,,,,,2,,2,2,3.0,1.0,1,3,6,Agua Clara,0.5,0.105
4176,18,1,,,,,2,,,,,1,1,2,2,3,,,,,,,,1.0,6,10,,,,,,,,,5,,,,,,,,,2,,1,1,3.0,,1,2,6,Agua Clara,0.5,0.0
4180,18,1,,,,,2,,,,,1,2,2,1,3,,,,,,,,1.0,6,1,7.0,10.0,,,,,,,1,7.0,,,,,,,,2,,3,1,3.0,,2,3,6,Agua Clara,0.375,0.105
4181,14,1,,,,,2,,,,,1,2,2,1,3,,,,,,,,1.0,5,1,2.0,10.0,,,,,,,7,,,,,,,,,2,,1,1,3.0,,1,2,6,Agua Clara,0.5,0.121
4185,16,1,,,,,1,5.0,,,,1,2,2,2,3,,,,,,,,1.0,6,1,6.0,10.0,,,,,,,1,5.0,,,,,,,,2,,1,6,5.0,1.0,2,2,6,Agua Clara,0.5,0.227
4186,14,1,,,,,2,2.0,,,,1,2,2,2,3,,,,,,,,1.0,7,6,,,,,,,,,5,,,,,,,,,2,,1,1,6.0,5.0,1,2,6,Agua Clara,0.375,0.162
4188,14,1,,,,,1,2.0,,,,1,1,2,2,3,,,,,,,,,1,1,6.0,,,,,,,,1,7.0,,,,,,,,2,,3,5,6.0,4.0,1,2,6,Agua Clara,0.5,0.202
4193,20,1,,,,,2,,,,,1,2,2,2,3,,,,,,,,1.0,7,1,9.0,10.0,,,,,,,7,,,,,,,,,9,,3,1,2.0,3.0,1,3,6,Cobija,0.25,0.08
4195,17,1,,,,,2,,,,,1,2,2,1,3,,,,,,,,2.0,1,2,,,,,,,,,9,,,,,,,,,2,,3,9,,,2,2,6,Cobija,0.375,0.08
4198,21,1,,,,,2,1.0,,,,1,2,2,1,3,,,,,,,,1.0,7,1,,,,,,,,,9,,,,,,,,,9,,3,5,6.0,7.0,1,6,6,Cobija,0.375,0.138
4209,16,1,,,,,2,,,,,1,1,2,2,3,,,,,,,,1.0,4,7,10.0,,,,,,,,5,9.0,12.0,,,,,,,2,,1,1,,,2,2,6,Cobija,0.5,0.064
4216,16,1,,,,,2,,,,,1,1,2,2,3,,,,,,,,1.0,4,8,10.0,,,,,,,,5,,,,,,,,,2,,1,1,,,2,2,6,Cobija,0.5,0.0
4218,17,1,,,,,1,,,,,1,1,2,2,2,,,,,,,,1.0,7,1,4.0,10.0,,,,,,,1,9.0,11.0,,,,,,,2,,1,9,,,2,3,6,Cobija,0.75,0.121
4225,16,1,,,,,2,5.0,,,,1,2,2,1,3,,,,,,,,1.0,7,1,10.0,,,,,,,,1,,,,,,,,,2,,3,9,,,1,2,6,Agua Rica,0.375,0.162
4232,22,1,,,,,1,1.0,,,,1,2,2,1,3,,,,,,,,1.0,1,10,,,,,,,,,7,,,,,,,,,1,2.0,2,5,,,1,4,6,Agua Rica,0.625,0.098
4233,21,1,,,,,1,1.0,5.0,,,1,2,2,2,2,,,,,,,,1.0,7,7,1.0,,,,,,,,9,,,,,,,,,2,,2,1,,,2,3,6,Agua Rica,0.625,0.324
4243,19,1,,,,,1,1.0,5.0,,,1,1,2,1,3,,,,,,,,1.0,7,1,4.0,10.0,,,,,,,1,11.0,12.0,,,,,,,2,,2,9,,,2,6,6,Agua Rica,0.75,0.34
4244,17,1,,,,,1,1.0,2.0,4.0,5.0,1,1,2,1,3,,,,,,,,1.0,7,1,4.0,5.0,,6.0,7.0,8.0,9.0,10.0,3,5.0,9.0,10.0,11.0,,12.0,,,1,1.0,2,1,,,1,2,6,Agua Rica,0.75,0.794
4251,17,1,,,,,2,5.0,,,,1,1,2,2,3,,,,,,,,,1,1,,,,,,,,,9,,,,,,,,,2,,1,1,,,2,2,6,Agua Rica,0.5,0.162
4263,15,1,,,,,2,,,,,1,1,1,2,3,,,,,,,,1.0,5,9,10.0,,,,,,,,1,,,,,,,,,2,,3,9,,,2,2,6,Agua Rica,0.5,0.04
4264,22,1,,,,,1,1.0,5.0,,,1,1,2,1,3,,,,,,,,1.0,7,1,2.0,5.0,,10.0,,,,,1,7.0,9.0,,,,,,,1,2.0,2,5,1.0,3.0,2,6,6,Agua Rica,0.75,0.405
4265,17,1,,,,,1,1.0,5.0,,,1,2,2,1,3,,,,,,,,1.0,3,1,2.0,10.0,,,,,,,9,7.0,12.0,,,,,,,1,2.0,2,5,8.0,,2,3,6,Agua Rica,0.625,0.34
4272,18,1,,,,,1,1.0,4.0,,,1,1,2,2,3,,,,,,,,1.0,7,1,2.0,9.0,,10.0,,,,,1,5.0,7.0,9.0,,,,,,2,,2,1,5.0,6.0,1,3,6,Agua Rica,0.625,0.381
4273,18,1,,,,,1,2.0,5.0,,,1,1,2,1,1,1.0,2.0,10.0,,,,,1.0,7,12,,,,,,,,,1,7.0,9.0,10.0,,,,,,1,2.0,2,6,5.0,,2,3,6,La Paz,0.875,0.34
4274,19,1,,,,,1,1.0,,,,1,1,2,2,1,1.0,2.0,3.0,,,,,1.0,7,1,2.0,5.0,,7.0,10.0,,,,5,,,,,,,,,2,,2,5,1.0,,1,4,6,La Paz,0.75,0.468
4278,20,1,,,,,1,4.0,5.0,,,1,1,2,1,1,10.0,,,,,,,1.0,7,2,3.0,4.0,,,,,,,1,9.0,,,,,,,,1,2.0,2,9,,,2,6,6,La Paz,0.875,0.406
4283,23,1,,,,,1,5.0,,,,1,1,1,1,3,,,,,,,,1.0,7,1,6.0,7.0,,10.0,,,,,9,,,,,,,,,1,2.0,2,5,1.0,2.0,1,6,6,El Alto,0.875,0.292
4284,15,1,,,,,1,2.0,4.0,,,1,1,2,2,1,1.0,7.0,9.0,,,,,1.0,7,1,2.0,4.0,,,,,,,1,,,,,,,,,2,,1,3,5.0,1.0,2,2,6,El Alto,0.75,0.566
4286,19,1,,,,,1,4.0,5.0,,,1,1,1,1,2,,,,,,,,1.0,7,1,2.0,6.0,,7.0,10.0,,,,1,9.0,,,,,,,,1,2.0,2,5,6.0,3.0,1,6,6,El Alto,1.0,0.494
4289,16,1,,,,,2,3.0,4.0,,,1,2,2,1,3,,,,,,,,1.0,5,1,7.0,,,,,,,,2,5.0,,,,,,,,2,,1,3,4.0,5.0,1,2,6,Patacamaya,0.5,0.288
4292,14,1,,,,,2,,,,,1,2,2,1,3,,,,,,,,1.0,5,1,10.0,,,,,,,,9,,,,,,,,,2,,1,6,2.0,1.0,1,2,6,Santa Rosa,0.5,0.04
4296,17,1,,,,,2,,,,,1,1,2,1,3,,,,,,,,1.0,7,1,8.0,9.0,,,,,,,9,,,,,,,,,2,,1,5,6.0,4.0,2,2,6,Potosí,0.625,0.08
4300,17,1,,,,,1,2.0,4.0,5.0,,1,1,2,1,2,,,,,,,,1.0,7,1,4.0,10.0,,,,,,,7,9.0,,,,,,,,1,2.0,2,1,2.0,7.0,2,3,6,Potosí,0.875,0.462
4303,23,1,,,,,1,2.0,4.0,5.0,,1,1,2,1,2,,,,,,,,1.0,7,1,4.0,10.0,,,,,,,1,4.0,7.0,9.0,,,,,,1,2.0,2,6,5.0,7.0,2,6,6,Potosí,0.875,0.462
4304,33,1,,,,,1,1.0,5.0,,,1,2,2,2,3,,,,,,,,1.0,7,1,5.0,,,,,,,,2,5.0,,,,,,,,2,,3,3,4.0,5.0,2,7,6,Potosí,0.375,0.324
4305,14,1,,,,,2,2.0,,,,1,1,2,1,3,,,,,,,,1.0,7,1,2.0,5.0,,,,,,,7,9.0,,,,,,,,2,,1,5,4.0,6.0,2,2,6,Potosí,0.625,0.283
4307,16,1,,,,,1,4.0,,,,1,1,2,1,1,5.0,9.0,,,,,,1.0,7,1,5.0,,,,,,,,1,7.0,,,,,,,,1,1.0,1,4,5.0,6.0,2,2,6,Potosí,0.875,0.332
4313,21,1,,,,,1,,,,,1,2,2,1,3,,,,,,,,1.0,7,1,,,,,,,,,9,,,,,,,,,1,2.0,2,3,4.0,5.0,2,6,6,Potosí,0.625,0.04
4315,16,1,,,,,2,,,,,1,2,2,1,3,,,,,,,,1.0,4,1,2.0,7.0,,10.0,,,,,13,,,,,NINGUNO,,,,2,,3,6,5.0,2.0,2,2,6,Potosí,0.375,0.186
4316,21,1,,,,,2,1.0,4.0,,,1,1,2,1,3,,,,,,,,1.0,7,1,2.0,4.0,,6.0,7.0,9.0,10.0,11.0,1,3.0,5.0,7.0,9.0,,10.0,12.0,,1,1.0,2,6,5.0,1.0,1,6,6,Potosí,0.625,0.655
4319,16,1,,,,,1,1.0,2.0,3.0,4.0,1,1,2,1,2,,,,,,,,1.0,7,1,2.0,4.0,,7.0,8.0,9.0,10.0,11.0,2,7.0,8.0,,,,,,,2,,1,6,2.0,1.0,1,2,6,Potosí,0.875,0.749
4332,19,1,,,,,1,4.0,5.0,,,1,2,2,1,2,,,,,,,,1.0,7,1,10.0,,,,,,,,5,9.0,,,,,,,,1,2.0,2,1,5.0,9.0,2,6,6,Potosí,0.75,0.284
4333,23,1,,,,,1,5.0,,,,1,1,2,1,3,,,,,,,,1.0,5,1,10.0,,,,,,,,1,9.0,,,,,,,,1,1.0,2,5,6.0,7.0,2,6,6,Potosí,0.75,0.162
4340,18,1,,,,,1,5.0,,,,1,2,2,1,3,,,,,,,,1.0,4,1,2.0,10.0,,,,,,,7,8.0,9.0,,,,,,,2,,1,1,5.0,6.0,2,3,6,Potosí,0.625,0.243
4341,21,1,,,,,1,3.0,5.0,,,1,2,2,1,3,,,,,,,,1.0,6,1,7.0,10.0,,,,,,,5,9.0,12.0,,,,,,,2,,2,5,6.0,1.0,1,3,6,Potosí,0.625,0.288
4343,50,1,,,,,1,1.0,2.0,4.0,,1,2,2,1,2,,,,,,,,1.0,7,1,2.0,10.0,,,,,,,1,3.0,5.0,,,,,,,2,,2,1,5.0,3.0,1,7,6,Potosí,0.75,0.438
4344,18,1,,,,,1,3.0,4.0,5.0,,1,2,2,1,1,2.0,4.0,10.0,,,,,1.0,7,1,7.0,10.0,,,,,,,5,7.0,9.0,13.0,,HISTORIA,,,,2,,1,1,3.0,5.0,1,3,6,Potosí,0.75,0.571
4348,25,1,,,,,1,1.0,,,,1,2,2,1,2,,,,,,,,1.0,3,2,4.0,10.0,,,,,,,1,5.0,10.0,,,,,,,2,,2,5,6.0,7.0,2,3,6,Potosí,0.75,0.259
4351,17,1,,,,,1,3.0,5.0,,,1,2,2,1,3,,,,,,,,1.0,7,1,7.0,10.0,,,,,,,5,7.0,9.0,,,,,,,2,,1,6,5.0,7.0,1,3,6,Potosí,0.625,0.288
4357,17,1,,,,,2,,,,,1,2,2,2,3,,,,,,,,1.0,3,1,2.0,,,,,,,,9,,,,,,,,,2,,3,1,5.0,3.0,1,2,6,Potosí,0.25,0.121
4358,16,1,,,,,2,1.0,,,,1,2,2,1,3,,,,,,,,,2,2,10.0,,,,,,,,9,,,,,,,,,2,,3,1,,,1,2,6,Oploca,0.375,0.178
4359,18,1,,,,,1,2.0,3.0,4.0,,1,2,1,1,2,,,,,,,,1.0,7,1,10.0,,,,,,,,1,,,,,,,,,2,,3,1,2.0,3.0,2,2,6,Oploca,0.75,0.321
4361,25,1,,,,,2,1.0,2.0,,,1,1,2,1,3,,,,,,,,1.0,7,1,4.0,7.0,,10.0,,,,,1,2.0,3.0,4.0,5.0,,,,,2,,3,4,5.0,6.0,1,7,6,Oploca,0.5,0.38
4367,50,1,,,,,2,,,,,1,2,2,1,3,,,,,,,,,2,10,,,,,,,,,9,,,,,,,,,1,1.0,3,1,2.0,,2,3,6,Oploca,0.375,0.0
4374,23,1,,,,,2,1.0,,,,2,2,2,2,3,,,,,,,,2.0,4,1,2.0,10.0,,,,,,,3,5.0,9.0,,,,,,,2,,3,7,8.0,9.0,1,6,6,Tupiza,0.125,0.218
4375,21,1,,,,,2,1.0,,,,1,2,2,1,3,,,,,,,,1.0,2,11,,,,,,,,,13,,,,,NINGUNO,,,,2,,3,3,4.0,5.0,2,3,6,Tupiza,0.375,0.162
4376,18,1,,,,,1,1.0,2.0,,,1,1,2,2,1,1.0,2.0,5.0,,7.0,10.0,,2.0,4,10,,,,,,,,,9,,,,,,,,,2,,1,9,,,1,3,6,Tupiza,0.75,0.38
4378,14,1,,,,,1,2.0,,,,1,1,2,1,3,,,,,,,,1.0,3,1,,,,,,,,,5,,,,,,,,,2,,1,4,5.0,6.0,2,2,6,Tupiza,0.75,0.138
4379,18,1,,,,,1,3.0,4.0,5.0,,1,1,1,1,1,1.0,7.0,10.0,,,,,1.0,7,1,5.0,7.0,,10.0,,,,,1,6.0,9.0,,,,,,,1,1.0,1,4,5.0,6.0,1,3,6,Tupiza,1.0,0.579
4381,27,1,,,,,2,,,,,1,1,2,2,3,,,,,,,,1.0,3,10,,,,,,,,,3,,,,,,,,,1,1.0,2,1,3.0,4.0,2,6,6,Tupiza,0.5,0.0
4389,39,1,,,,,1,1.0,2.0,4.0,5.0,1,1,2,2,3,,,,,,,,1.0,7,1,4.0,7.0,,10.0,,,,,2,5.0,6.0,7.0,9.0,,,,,1,1.0,3,5,6.0,7.0,2,6,6,Tupiza,0.5,0.624
4392,22,1,,,,,1,5.0,,,,1,2,2,1,3,,,,,,,,1.0,5,1,2.0,10.0,,,,,,,9,,,,,,,,,1,2.0,3,5,6.0,7.0,1,3,6,Pulacayo,0.5,0.243
4399,17,1,,,,,2,,,,,1,2,2,1,3,,,,,,,,1.0,6,1,2.0,10.0,,,,,,,5,9.0,,,,,,,,2,,3,1,6.0,9.0,1,2,6,Pulacayo,0.375,0.121
4405,18,1,,,,,1,1.0,4.0,,,1,1,2,1,2,,,,,,,,1.0,5,1,2.0,10.0,,,,,,,1,5.0,,,,,,,,2,,1,5,6.0,7.0,2,3,6,Uyuni,0.875,0.34
4410,16,1,,,,,1,5.0,,,,1,2,2,2,3,,,,,,,,1.0,7,1,10.0,11.0,,,,,,,5,9.0,,,,,,,,2,,1,1,5.0,7.0,1,2,6,Uyuni,0.5,0.227
4416,15,1,,,,,1,4.0,5.0,,,1,2,2,1,2,,,,,,,,1.0,7,1,2.0,10.0,,,,,,,1,5.0,9.0,,,,,,,2,,1,5,6.0,7.0,1,2,6,Uyuni,0.75,0.365
4419,19,1,,,,,1,2.0,3.0,5.0,,1,1,2,1,3,,,,,,,,1.0,7,1,2.0,10.0,,,,,,,8,9.0,,,,,,,,2,,1,5,6.0,7.0,2,2,6,Uyuni,0.75,0.402
4426,18,1,,,,,1,3.0,5.0,,,1,2,2,1,2,,,,,,,,1.0,5,1,9.0,10.0,,,,,,,7,,,,,,,,,1,1.0,2,5,6.0,4.0,1,3,6,Potosí,0.75,0.264
4432,22,1,,,,,1,5.0,,,,1,2,2,1,3,,,,,,,,1.0,7,10,11.0,,,,,,,,5,7.0,9.0,10.0,,,,,,1,2.0,1,7,2.0,1.0,2,4,6,Potosí,0.625,0.186
4436,14,1,,,,,2,2.0,3.0,4.0,5.0,1,2,2,1,3,,,,,,,,1.0,7,1,2.0,3.0,,6.0,8.0,10.0,,,1,7.0,,,,,,,,2,,1,6,1.0,2.0,1,2,6,Tres Cruces,0.5,0.588
4437,16,1,,,,,2,5.0,,,,1,2,1,1,3,,,,,,,,1.0,1,1,10.0,,,,,,,,5,7.0,8.0,9.0,12.0,,,,,2,,3,1,6.0,7.0,1,2,6,Tres Cruces,0.5,0.162
4450,16,1,,,,,2,,,,,1,2,2,1,3,,,,,,,,1.0,7,1,2.0,6.0,,7.0,8.0,9.0,10.0,,1,7.0,,,,,,,,2,,1,6,5.0,1.0,1,2,6,Tres Cruces,0.5,0.29
4451,15,1,,,,,2,3.0,4.0,5.0,,1,2,2,1,3,,,,,,,,1.0,7,1,2.0,6.0,,7.0,8.0,9.0,10.0,11.0,1,3.0,4.0,5.0,7.0,,8.0,9.0,,2,,1,6,2.0,1.0,1,2,6,Tres Cruces,0.5,0.66
4456,14,1,,,,,2,5.0,,,,1,2,2,1,3,,,,,,,,,2,4,,,,,,,,,5,9.0,,,,,,,,2,,1,2,,,2,2,6,Chayanta,0.5,0.202
4457,16,1,,,,,2,2.0,3.0,5.0,,1,2,2,1,3,,,,,,,,1.0,2,4,,,,,,,,,9,,,,,,,,,2,,1,1,2.0,,1,2,6,Chayanta,0.5,0.361
4458,22,1,,,,,1,1.0,4.0,,,1,2,2,1,3,,,,,,,,1.0,4,1,2.0,4.0,,5.0,,,,,1,5.0,9.0,,,,,,,1,1.0,2,5,4.0,,1,4,6,Chayanta,0.625,0.486
4466,22,1,,,,,1,5.0,,,,1,2,2,2,2,,,,,,,,1.0,7,1,2.0,6.0,,9.0,,,,,7,,,,,,,,,1,2.0,2,6,7.0,,1,6,6,Chayanta,0.625,0.348
4467,15,1,,,,,1,5.0,,,,1,2,2,1,2,,,,,,,,1.0,5,1,,,,,,,,,12,,,,,,,,,2,,1,6,,,1,2,6,Chayanta,0.75,0.162
4471,20,1,,,,,1,2.0,,,,1,1,1,1,1,1.0,,,,,,,1.0,3,1,,,,,,,,,7,,,,,,,,,1,2.0,2,1,,,1,6,6,Chayanta,1.0,0.178
4477,25,1,,,,,1,1.0,,,,1,2,2,1,2,,,,,,,,1.0,7,1,10.0,,,,,,,,1,,,,,,,,,2,,2,2,1.0,9.0,2,6,6,Llallaguita,0.75,0.138
4482,22,1,,,,,1,,,,,1,2,2,1,2,,,,,,,,1.0,5,1,,,,,,,,,1,,,,,,,,,2,,2,2,1.0,9.0,2,6,6,Llallaguita,0.75,0.04
4485,23,1,,,,,2,1.0,,,,1,2,2,1,3,,,,,,,,1.0,6,4,,,,,,,,,9,,,,,,,,,2,,2,2,1.0,9.0,2,6,6,Llallaguita,0.5,0.178
4489,17,1,,,,,2,1.0,,,,2,2,2,1,3,,,,,,,,2.0,7,1,2.0,5.0,,,,,,,9,,,,,,,,,2,,2,2,1.0,9.0,2,3,6,Llallaguita,0.375,0.283
4490,15,1,,,,,2,1.0,,,,1,2,2,1,3,,,,,,,,1.0,6,9,,,,,,,,,9,,,,,,,,,9,,3,1,9.0,9.0,2,2,6,Llallaguita,0.375,0.138
4491,17,1,,,,,2,1.0,,,,1,2,2,1,3,,,,,,,,1.0,3,8,10.0,,,,,,,,9,,,,,,,,,2,,2,2,1.0,9.0,1,3,6,Llallaguita,0.5,0.098
4497,18,1,,,,,2,,,,,1,1,2,1,3,,,,,,,,1.0,5,1,4.0,7.0,,9.0,10.0,,,,13,,,,,,,,,9,,3,1,2.0,3.0,2,3,6,Pata Pata,0.5,0.226
4498,16,1,,,,,1,4.0,5.0,,,1,1,2,1,2,,,,,,,,1.0,5,1,7.0,9.0,,10.0,,,,,13,,,,,,,,,9,,3,1,,,2,1,6,Pata Pata,0.75,0.389
4499,14,1,,,,,2,,,,,1,2,2,1,3,,,,,,,,1.0,5,1,4.0,7.0,,9.0,10.0,,,,9,,,,,,,,,9,,2,1,2.0,,1,2,6,Pata Pata,0.5,0.226
4511,20,1,,,,,2,1.0,,,,1,2,2,1,3,,,,,,,,1.0,3,11,,,,,,,,,1,2.0,7.0,,,,,,,2,,3,3,4.0,5.0,2,3,6,Tupiza,0.375,0.162
4518,24,1,,,,,2,1.0,,,,1,2,2,1,3,,,,,,,,1.0,7,4,,,,,,,,,9,,,,,,,,,2,,2,2,1.0,,2,6,6,Llallaguita,0.5,0.178
4520,17,1,,,,,2,,,,,1,1,2,1,3,,,,,,,,1.0,6,1,4.0,7.0,,9.0,10.0,,,,13,,,,,,,,,9,,3,1,2.0,3.0,2,3,6,Pata Pata,0.5,0.226
4528,16,1,,,,,1,3.0,5.0,,,1,1,2,1,3,,,,,,,,1.0,6,1,2.0,7.0,,8.0,11.0,,,,1,5.0,9.0,,,,,,,2,,2,1,5.0,6.0,2,2,6,Riberalta,0.75,0.433
